hour,pv_kwh_per_kw,wind_kwh_per_kw,day_ahead_eur_per_mwh,co2_eur_per_t,section13k_kwh
2159,0.0,0.879403168829789,70.83,57.93,0.0
2160,0.0,0.855185462942565,65.74,57.93,0.0
2161,0.0,0.88068193429545,75.7,57.93,0.0
2162,0.0,0.880393721086108,66.71,57.93,0.0
2163,0.0,0.874908920751132,64.98,57.93,0.0
2164,0.0,0.881838927453765,60.48,57.93,0.0
2165,0.0,0.879035180228952,58.74,57.93,0.0
2166,0.0048004504676927,0.882829479710084,64.46,57.93,0.0
2167,0.0766754061953809,0.885276909351969,71.51,57.93,0.0
2168,0.319326484826636,0.871838927453765,65.03,57.93,0.0
2169,0.410680502402301,0.815644897952807,50.32,57.93,0.0
2170,0.153975574215599,0.691685079376983,41.03,57.93,0.0
2171,0.523819492562281,0.609718036331707,29.52,57.93,0.0
2172,0.383751907748651,0.639249320753007,19.85,57.93,0.0
2173,0.451166792550321,0.681364790398205,3.06,57.93,0.0
2174,0.654871456320681,0.568247097478779,1.03,57.93,0.0
2175,0.325053900227013,0.645491049876025,15.27,57.93,0.0
2176,0.262787136524306,0.536579391825913,41.07,57.93,0.0
2177,0.109413122703366,0.684169365687207,66.74,57.93,0.0
2178,0.0110974498268743,0.77273583033746,89.32,57.93,0.0
2179,0.0,0.71930639468664,117.29,57.93,0.0
2180,0.0,0.67171090560537,83.72,57.93,0.0
2181,0.0,0.613118708469847,70.0,57.93,0.0
2182,0.0,0.579287005485535,64.51,57.93,0.0
2183,0.0,0.494446735942829,54.9,57.93,0.0
2184,0.0,0.312550000234358,49.95,57.93,0.0
2185,0.0,0.261868065938908,48.98,57.93,0.0
2186,0.0,0.446479492912239,46.06,57.93,0.0
2187,0.0,0.410514305980654,43.58,57.93,0.0
2188,0.0,0.418078547356678,49.4,57.93,0.0
2189,0.0,0.466111504311402,52.35,57.93,0.0
2190,0.0292936065617995,0.46169703162424,58.71,57.93,0.0
2191,0.173676534081818,0.611659440634828,64.49,57.93,0.0
2192,0.338002107773418,0.596237135710346,58.71,57.93,0.0
2193,0.300334718971453,0.694834848065845,60.89,57.93,0.0
2194,0.252699595424253,0.513844295809526,54.36,57.93,0.0
2195,0.261215051889081,0.805155137044623,35.39,57.93,0.0
2196,0.238964629938395,0.822206916054602,13.04,57.93,0.0
2197,0.267622011245444,0.823998143886308,0.03,57.93,0.0
2198,0.227817495883868,0.835644897952807,-0.01,57.93,0.0
2199,0.093748659199951,0.881838927453765,-0.01,57.93,0.0
2200,0.0696636366740375,0.875565122561312,-0.01,57.93,0.0
2201,0.0423196717887536,0.868000881185288,5.79,57.93,0.0
2202,0.0045235245608237,0.796907211501655,41.97,57.93,0.0
2203,0.0,0.877424454766603,48.53,57.93,0.0
2204,0.0,0.88415199196309,49.88,57.93,0.0
2205,0.0,0.875644897952807,45.69,57.93,0.0
2206,0.0,0.865965186931585,25.97,57.93,0.0
2207,0.0,0.843209139328831,7.47,57.93,0.0
2208,0.0,0.81193037386317,7.97,57.93,0.0
2209,0.0,0.802644383928055,1.28,57.93,0.0
2210,0.0,0.724883375752093,0.61,57.93,0.0
2211,0.0,0.643135894707732,0.87,57.93,0.0
2212,0.0,0.599697912809528,1.94,57.93,0.0
2213,0.0,0.548638709344782,7.27,57.93,0.0
2214,0.0142301050191332,0.456799781891017,57.22,57.93,0.0
2215,0.122219310113488,0.352610386424747,74.36,57.93,0.0
2216,0.286839511667622,0.458860380565802,68.93,57.93,0.0
2217,0.357675198104965,0.509937598332622,46.98,57.93,0.0
2218,0.201764707016723,0.475811338854803,2.66,57.93,0.0
2219,0.213321877426991,0.401364790398205,-0.06,57.93,0.0
2220,0.181036989388595,0.341685079376983,-1.09,57.93,0.0
2221,0.208358933317515,0.354120838000959,-0.97,57.93,0.0
2222,0.216157847255485,0.498247097478779,-0.07,57.93,0.0
2223,0.188054849295512,0.330239873009326,0.0,57.93,0.0
2224,0.149578870364725,0.270560161988104,4.31,57.93,0.0
2225,0.0442335579661326,0.315054410066761,41.46,57.93,0.0
2226,0.0052517030610477,0.284678156447886,72.7,57.93,0.0
2227,0.0,0.0887212345343389,95.39,57.93,0.0
2228,0.0,0.0345949750565193,94.88,57.93,0.0
2229,0.0,0.0262417291230175,78.13,57.93,0.0
2230,0.0,0.0065620181017956,74.86,57.93,0.0
2231,0.0,0.0065620181017956,70.88,57.93,0.0
2232,0.0,0.0141262594778196,74.13,57.93,0.0
2233,0.0,0.03,71.75,57.93,0.0
2234,0.0,0.0738059704990415,70.05,57.93,0.0
2235,0.0,0.0835294283076087,72.51,57.93,0.0
2236,0.0,0.106999485975249,72.34,57.93,0.0
2237,0.0,0.108721234534339,78.71,57.93,0.0
2238,0.0076936565993773,0.17803001967043,94.91,57.93,0.0
2239,0.0429361616852447,0.237062450101321,117.93,57.93,0.0
2240,0.102773822096272,0.16886966113426,117.93,57.93,0.0
2241,0.15271015695594,0.21952586294444,100.98,57.93,0.0
2242,0.18366139162343,0.186087881046236,107.35,57.93,0.0
2243,0.189705118486117,0.266433902510284,90.81,57.93,0.0
2244,0.173456434194115,0.351685079376983,82.03,57.93,0.0
2245,0.190553693510774,0.370239873009326,76.88,57.93,0.0
2246,0.168704324640701,0.411364790398205,73.04,57.93,0.0
2247,0.12291703528556,0.349249320753007,73.07,57.93,0.0
2248,0.0743618662675819,0.368961107543665,76.7,57.93,0.0
2249,0.0311135211738807,0.455202836666682,92.44,57.93,0.0
2250,0.0034520105596987,0.469361171913938,108.14,57.93,0.0
2251,0.0,0.449329096144502,123.3,57.93,0.0
2252,0.0,0.586237135710346,101.58,57.93,0.0
2253,0.0,0.592799153812142,80.97,57.93,0.0
2254,0.0,0.580262668210303,75.51,57.93,0.0
2255,0.0,0.551739950347396,63.89,57.93,0.0
2256,0.0,0.693113099506755,54.52,57.93,0.0
2257,0.0,0.792644383928055,52.01,57.93,0.0
2258,0.0,0.711321871675049,50.17,57.93,0.0
2259,0.0,0.776205059940911,51.57,57.93,0.0
2260,0.0,0.727895560794754,51.94,57.93,0.0
2261,0.0,0.763769301316935,55.1,57.93,0.0
2262,0.0057015356519765,0.792767078042706,67.52,57.93,0.0
2263,0.0462705755684492,0.783389641698188,79.16,57.93,0.0
2264,0.0668032255377919,0.758492391964965,77.18,57.93,0.0
2265,0.131848805905199,0.698640818564887,71.94,57.93,0.0
2266,0.144662813457829,0.751685079376983,69.45,57.93,0.0
2267,0.123815313619101,0.772675631633302,63.06,57.93,0.0
2268,0.128713253005573,0.731685079376983,58.08,57.93,0.0
2269,0.156407065847864,0.709249320753007,56.22,57.93,0.0
2270,0.154245502052151,0.721685079376983,55.49,57.93,0.0
2271,0.114508238248366,0.685491049876025,56.17,57.93,0.0
2272,0.106722387134024,0.703055291252049,57.08,57.93,0.0
2273,0.0638199188857161,0.673700650108508,69.08,57.93,0.0
2274,0.0071884379225762,0.684883375752093,75.36,57.93,0.0
2275,0.0,0.663161627193003,90.66,57.93,0.0
2276,0.0,0.527481716186467,80.58,57.93,0.0
2277,0.0,0.383638342184246,73.29,57.93,0.0
2278,0.0,0.306682602996342,71.47,57.93,0.0
2279,0.0,0.234303824562884,61.53,57.93,0.0
2280,0.0,0.223615546983268,62.72,57.93,0.0
2281,0.0,0.261868065938908,59.08,57.93,0.0
2282,0.0,0.322582076003793,55.96,57.93,0.0
2283,0.0,0.248744029735316,56.59,57.93,0.0
2284,0.0,0.220491510779677,53.9,57.93,0.0
2285,1.5277264184365e-07,0.178801009925834,62.5,57.93,0.0
2286,0.0392210646159888,0.214617770257497,76.29,57.93,0.0
2287,0.199311839596908,0.328147198565105,84.24,57.93,0.0
2288,0.396513500541055,0.362299190528196,81.0,57.93,0.0
2289,0.561735926528073,0.205431679236056,67.59,57.93,0.0
2290,0.68508925780461,0.144274686077741,50.5,57.93,0.0
2291,0.754271285909549,0.143284133821422,25.97,57.36,0.0
2292,0.772040274367482,0.132281910547194,9.16,57.17,0.0
2293,0.74541154525398,0.0770307336804953,0.0,57.17,0.0
2294,0.672947440818755,0.0486891587649032,-0.1,57.17,0.0
2295,0.549597948272489,0.0465620181017956,0.05,57.17,0.0
2296,0.375296770554513,0.0580329569547236,8.09,57.17,0.0
2297,0.175197919154467,0.099403168829789,37.46,57.17,0.0
2298,0.0256415853651595,0.11252720503338,49.65,57.17,0.0
2299,0.0,0.0752832526361345,55.94,57.17,0.0
2300,0.0,0.0431497686888619,55.64,57.17,0.0
2301,0.0,0.0065620181017956,54.71,57.17,0.0
2302,0.0,0.0,56.13,57.17,0.0
2303,0.0,0.0,55.07,57.17,0.0
2304,0.0,0.0,43.08,57.17,0.0
2305,0.0,0.0,45.01,57.17,0.0
2306,0.0,0.0065620181017956,46.89,57.17,0.0
2307,0.0,0.0065620181017956,47.56,57.17,0.0
2308,0.0,0.0175642413760239,50.65,57.17,0.0
2309,5.15696262239666e-05,0.0441262594778196,54.88,57.17,0.0
2310,0.0470858507774403,0.0762854759103628,58.73,57.17,0.0
2311,0.212213406609201,0.125965186931585,59.87,57.17,0.0
2312,0.403687018045858,0.262618651442785,59.24,57.17,0.0
2313,0.561968995674477,0.318873067134132,48.94,57.17,0.0
2314,0.663046196910368,0.439718036331707,29.42,57.17,0.0
2315,0.559012392456655,0.498247097478779,-0.73,57.17,0.0
2316,0.508038281711229,0.605491049876025,-16.4,57.17,0.0
2317,0.360313192010898,0.731610084884391,-59.92,57.17,0.0
2318,0.261243178095934,0.754045843508367,-57.59,57.17,0.0
2319,0.166946072765079,0.832552937518651,-34.61,57.17,0.0
2320,0.0852255014918299,0.839771157430626,-4.66,57.17,0.0
2321,0.040434393949523,0.801930373863169,15.81,57.17,0.0
2322,0.0061430358616255,0.815368355761374,67.56,57.17,0.0
2323,0.0,0.706605124311183,73.99,57.17,0.0
2324,0.0,0.556922476005668,68.65,57.17,0.0
2325,0.0,0.43889586233511,46.46,57.17,0.0
2326,0.0,0.616525348919689,45.07,57.17,0.0
2327,0.0,0.484863986550988,25.88,57.17,0.0
2328,0.0,0.566856762081535,10.97,57.17,0.0
2329,0.0,0.549261273000264,0.09,57.17,0.0
2330,0.0,0.566191279702897,0.0,57.17,0.0
2331,0.0,0.551690688340075,0.0,57.17,0.0
2332,0.0,0.501739950347396,0.0,57.17,0.0
2333,0.0,0.505145856476165,0.0,57.17,0.0
2334,0.0173002424079777,0.59033131941873,0.0,57.17,0.0
2335,0.0775744463180475,0.489617309353844,0.0,57.17,0.0
2336,0.188685268957139,0.607926808500001,0.0,57.17,0.0
2337,0.438123792491883,0.550374238141886,-0.01,57.17,0.0
2338,0.567310470894074,0.588247097478779,-0.16,57.17,0.0
2339,0.557710653222335,0.661685079376983,-3.25,57.17,0.0
2340,0.425975673269223,0.685123061275188,-9.94,57.17,0.0
2341,0.655432547639718,0.597926808500001,-26.79,57.17,0.0
2342,0.69557205054992,0.577926808500001,-20.06,57.17,0.0
2343,0.566170079796632,0.535491049876025,-5.04,57.17,0.0
2344,0.390434473352923,0.456205059940911,-0.16,57.17,0.0
2345,0.189680189122517,0.426456697711262,6.92,57.17,0.0
2346,0.0320587631897541,0.163247558382431,91.46,57.17,0.0
2347,0.0,0.0487212345343389,108.39,57.17,0.0
2348,0.0,0.139121298904612,106.4,57.17,0.0
2349,0.0,0.210491510779677,89.95,57.17,0.0
2350,0.0,0.12942890131506,77.46,57.17,0.0
2351,0.0,0.397798599165374,72.06,57.17,0.0
2352,0.0,0.258737686451151,70.77,57.17,0.0
2353,0.0,0.18080545647429,70.71,57.17,0.0
2354,0.0,0.186930834766822,68.12,57.17,0.0
2355,0.0,0.0804000643702728,70.71,57.17,0.0
2356,0.0,0.0652832526361345,71.57,57.17,0.0
2357,0.0009675982126172,0.0406882775796153,77.44,57.17,0.0
2358,0.0557154430643084,0.0080329569547236,101.99,57.17,0.0
2359,0.227045333057079,0.0,149.78,57.17,45835.0
2360,0.422367194672112,0.0,128.52,57.17,91670.0
2361,0.585095247160351,0.0,85.51,57.17,0.0
2362,0.70808823695817,0.0,80.6,57.17,0.0
2363,0.774230776284613,0.01,71.23,57.17,0.0
2364,0.790692090585931,0.03,64.7,57.17,0.0
2365,0.762893866424008,0.03,60.0,57.17,0.0
2366,0.68153828789672,0.0386891587649032,57.89,57.17,0.0
2367,0.457427497774356,0.0486891587649032,63.4,57.17,0.0
2368,0.28944341414777,0.0480329569547236,70.0,57.17,0.0
2369,0.176483240654428,0.01,75.01,57.17,0.0
2370,0.0333856519895918,0.0065620181017956,104.9,57.17,0.0
2371,0.0,0.0828474940121585,137.3,57.17,0.0
2372,0.0,0.230865842664679,124.8,57.17,0.0
2373,0.0,0.549654994086372,84.85,57.17,0.0
2374,0.0,0.662430430890231,77.0,57.17,0.0
2375,0.0,0.722424087606066,70.19,57.17,0.0
2376,0.0,0.791447596817109,78.21,57.17,225000.0
2377,0.0,0.69650522539751,69.39,57.17,486360.0
2378,0.0,0.780939915349967,64.73,57.17,261360.0
2379,0.0,0.793369330689777,59.95,57.17,261360.0
2380,0.0,0.794800663076305,62.48,57.17,261360.0
2381,1.40324388994046e-05,0.727895560794754,68.34,57.17,261360.0
2382,0.0166159568303733,0.670363395188166,86.69,57.17,261360.0
2383,0.0472621333532461,0.646479492912239,90.9,57.17,261360.0
2384,0.0955409663219167,0.618295625165027,79.78,57.17,261360.0
2385,0.116776256648221,0.608672894334322,68.3,57.17,261360.0
2386,0.111959006766571,0.603455355622322,51.6,57.17,261360.0
2387,0.144926059876235,0.461364790398205,43.98,57.17,261360.0
2388,0.151826855928868,0.517581615100141,36.05,57.17,0.0
2389,0.133977450531356,0.623769301316935,10.09,57.17,0.0
2390,0.135916653363899,0.410963632358249,10.5,57.17,0.0
2391,0.0962406793061166,0.514838254065717,29.04,57.17,0.0
2392,0.0737710681525762,0.602053896042009,38.27,57.17,0.0
2393,0.04070000895336,0.704169365687207,50.15,57.17,0.0
2394,0.0079410759806541,0.66998612601887,65.9,57.17,0.0
2395,0.0,0.768197835471458,81.75,57.17,0.0
2396,0.0,0.757239358984574,81.74,57.17,0.0
2397,0.0,0.794759853573253,67.98,57.17,0.0
2398,0.0,0.751321871675049,60.51,57.17,0.0
2399,0.0,0.703012372528892,35.49,57.17,0.0
2400,0.0,0.757239358984574,22.89,57.17,0.0
2401,0.0,0.742356170718713,5.95,57.17,0.0
2402,0.0,0.778886113051073,6.19,57.17,0.0
2403,0.0,0.807515901176007,8.99,57.17,0.0
2404,0.0,0.771321871675049,26.3,57.17,457630.0
2405,0.0003532536980558,0.805080142552031,50.03,57.17,457630.0
2406,0.0293139320144136,0.763481088107592,75.91,57.17,457630.0
2407,0.0743190952493936,0.789206402029851,99.63,57.17,457630.0
2408,0.098760921936208,0.791642160653827,106.02,57.17,457630.0
2409,0.195800791594875,0.776525348919689,80.46,57.17,457630.0
2410,0.124808340119108,0.746237135710346,67.66,57.17,457630.0
2411,0.146303961633031,0.691733607063231,56.05,57.17,457630.0
2412,0.128374848019269,0.618295625165027,55.62,57.17,457630.0
2413,0.139852092906714,0.627607347585412,30.32,57.17,228815.0
2414,0.139663914014441,0.595177932245601,31.29,57.17,0.0
2415,0.113910441822481,0.424863986550988,55.35,57.17,0.0
2416,0.0793665096742339,0.375385823228607,62.91,57.17,0.0
2417,0.0655494993356228,0.301579852729565,75.32,57.17,0.0
2418,0.0113538675351439,0.269458039800202,100.83,57.17,0.0
2419,0.0,0.103535771591774,191.15,57.17,0.0
2420,0.0,0.0511569931583149,191.19,57.17,0.0
2421,0.0,0.0587212345343389,115.59,57.17,0.0
2422,0.0,0.0925272050333803,86.1,57.17,0.0
2423,0.0,0.110097789693569,76.1,57.17,0.0
2424,0.0,0.0241519919630902,72.58,57.17,0.0
2425,0.0,0.0,67.36,57.17,0.0
2426,0.0,0.03,62.24,57.17,0.0
2427,0.0,0.357490168690737,58.81,57.17,0.0
2428,0.0,0.139089223135176,59.08,57.17,0.0
2429,0.0004628914017777,0.0387212345343389,55.57,57.17,0.0
2430,0.0294381169345959,0.0065620181017956,74.63,57.17,0.0
2431,0.0840676251969025,0.0,68.8,57.17,0.0
2432,0.361438683135247,0.02,52.2,57.17,0.0
2433,0.422059916798191,0.0465620181017956,30.0,57.17,0.0
2434,0.29628437964089,0.0745949750565193,10.05,57.17,0.0
2435,0.25973191617791,0.0852511768666988,0.86,57.17,0.0
2436,0.386849816339642,0.178400945555561,0.91,57.17,0.0
2437,0.472781271688663,0.104274686077741,1.1,57.17,0.0
2438,0.320449816019719,0.0365620181017956,0.57,57.17,0.0
2439,0.199018170996914,0.0938059704990415,29.57,57.17,0.0
2440,0.207567975742946,0.0638059704990415,59.74,57.17,0.0
2441,0.143157277105884,0.0265620181017956,76.74,57.17,0.0
2442,0.0314261020830755,0.0241262594778196,100.7,57.17,0.0
2443,7.423380973991141e-09,0.0,134.36,57.17,0.0
2444,0.0,0.0,137.82,57.17,0.0
2445,0.0,0.0,98.79,57.17,0.0
2446,0.0,0.0,82.42,57.17,0.0
2447,0.0,0.0,76.51,57.17,0.0
2448,0.0,0.0080329569547236,75.71,57.17,0.0
2449,0.0,0.0341262594778196,71.74,57.17,0.0
2450,0.0,0.0241262594778196,68.89,57.17,0.0
2451,0.0,0.0421592164325432,69.26,57.17,0.0
2452,0.0,0.0065620181017956,69.52,57.17,0.0
2453,0.0004794933616769,0.0065620181017956,77.53,57.17,0.0
2454,0.0208578849160543,0.0141262594778196,91.23,57.17,0.0
2455,0.180237711273138,0.0,97.0,57.17,0.0
2456,0.346702235587899,0.0,86.83,57.17,0.0
2457,0.345474749340731,0.0,70.98,57.17,0.0
2458,0.379366502731217,0.0080329569547236,42.86,57.17,0.0
2459,0.457459715855793,0.03,18.86,65.3,0.0
2460,0.281176068080598,0.0375642413760239,0.0,68.01,0.0
2461,0.12466444182791,0.0286891587649032,-0.07,68.01,0.0
2462,0.2398435712222,0.01,0.01,68.01,0.0
2463,0.133860106186954,0.0,0.18,68.01,0.0
2464,0.118271260450128,0.0,0.22,68.01,0.0
2465,0.0838237098337571,0.0,57.37,68.01,0.0
2466,0.0126798936421047,0.02,81.93,68.01,0.0
2467,5.16290030471034e-10,0.0,125.95,68.01,0.0
2468,0.0,0.0,124.13,68.01,0.0
2469,0.0,0.0,86.6,68.01,0.0
2470,0.0,0.0,77.99,68.01,0.0
2471,0.0,0.0075642413760239,68.1,68.01,0.0
2472,0.0,0.0362417291230175,60.22,68.01,0.0
2473,0.0,0.115308985121405,49.07,68.01,275860.0
2474,0.0,0.21146165828447,24.41,68.01,275860.0
2475,0.0,0.312932597137398,19.41,68.01,275860.0
2476,0.0,0.326353392797716,19.95,68.01,275860.0
2477,0.0020191024571629,0.191519466539176,25.32,68.01,275860.0
2478,0.0614359219543134,0.106999485975249,30.18,68.01,275860.0
2479,0.214764370648136,0.0472502956814109,35.26,68.01,275860.0
2480,0.398120304987702,0.0580329569547236,22.6,68.01,68965.0
2481,0.328483446550581,0.104594975056519,8.8,68.01,0.0
2482,0.201674793887884,0.104594975056519,-0.02,68.01,0.0
2483,0.181786245592346,0.115251176866699,-9.97,68.01,0.0
2484,0.174878247865746,0.190836704179537,-25.96,68.01,0.0
2485,0.240118506480319,0.164274686077741,-50.0,68.01,0.0
2486,0.223778090640724,0.170836704179537,-55.01,68.01,0.0
2487,0.185601189261767,0.141813194968494,-49.91,68.01,0.0
2488,0.245854345311666,0.124274686077741,-19.16,68.01,0.0
2489,0.172035495827098,0.0545949750565193,-0.16,68.01,0.0
2490,0.0409049526755184,0.0859651869315847,39.91,68.01,0.0
2491,4.56434463622255e-05,0.0587212345343389,73.44,68.01,0.0
2492,0.0,0.0241262594778196,65.78,68.01,0.0
2493,0.0,0.0065620181017956,39.35,68.01,0.0
2494,0.0,0.0,21.11,68.01,0.0
2495,0.0,0.0,7.05,68.01,0.0
2496,0.0,0.0,0.43,68.01,0.0
2497,0.0,0.0,0.83,68.01,0.0
2498,0.0,0.0,0.93,68.01,0.0
2499,0.0,0.0,1.13,68.01,0.0
2500,0.0,0.0,2.34,68.01,0.0
2501,0.0014309994553081,0.0,5.95,68.01,0.0
2502,0.0394551436911731,0.0,12.86,68.01,0.0
2503,0.191349314809118,0.0,13.0,68.01,0.0
2504,0.330164718135783,0.0,7.41,68.01,0.0
2505,0.549749395771985,0.0,0.0,68.01,0.0
2506,0.460556952781217,0.0,-2.37,68.01,0.0
2507,0.445423626131855,0.0,-12.17,68.01,0.0
2508,0.417809007065114,0.0,-42.27,68.01,0.0
2509,0.290783111960933,0.0,-60.05,68.01,0.0
2510,0.277125547028489,0.0,-60.07,68.01,0.0
2511,0.307601072432122,0.03,-40.05,68.01,0.0
2512,0.177601167806451,0.04,-6.25,68.01,0.0
2513,0.14141218931538,0.0721271406631075,1.57,68.01,0.0
2514,0.0266280751773977,0.0872439523972458,67.23,68.01,0.0
2515,3.98738430897785e-06,0.10252720503338,87.8,68.01,0.0
2516,0.0,0.0859651869315847,119.91,68.01,0.0
2517,0.0,0.0552832526361345,112.61,68.01,0.0
2518,0.0,0.0840886684884079,103.95,68.01,0.0
2519,0.0,0.0448831882658617,87.24,68.01,0.0
2520,0.0,0.0749089207511323,81.96,68.01,0.0
2521,0.0,0.0745886317723542,81.26,68.01,0.0
2522,0.0,0.0970243903963303,77.54,68.01,0.0
2523,0.0,0.174588631772354,78.18,68.01,0.0
2524,0.0,0.217750071479126,75.23,68.01,0.0
2525,0.0009009765427501,0.116967410205813,86.74,68.01,0.0
2526,0.0242442785501963,0.112873226497429,115.73,68.01,0.0
2527,0.0693808898916222,0.103561504077044,169.15,68.01,0.0
2528,0.155287932750196,0.0934983680885935,153.24,68.01,0.0
2529,0.249000729755312,0.0465620181017956,91.56,68.01,0.0
2530,0.295612058111084,0.0480329569547236,80.55,68.01,0.0
2531,0.440028991120639,0.0845949750565193,63.15,68.01,0.0
2532,0.19617890871707,0.0838059704990415,44.15,68.01,0.0
2533,0.15416460906693,0.0386891587649032,31.74,68.01,0.0
2534,0.108861701707413,0.04,12.96,68.01,0.0
2535,0.145893663695909,0.0552511768666989,7.8,68.01,0.0
2536,0.228324879430382,0.136754191489062,7.99,68.01,0.0
2537,0.114491673696983,0.496136408732484,46.3,68.01,0.0
2538,0.0207849424997266,0.75448331138182,69.2,68.01,0.0
2539,2.22464677035898e-06,0.744094371194615,78.92,68.01,0.0
2540,0.0,0.603755521078921,77.02,68.01,0.0
2541,0.0,0.677901169757846,66.31,68.01,0.0
2542,0.0,0.669994672266255,53.77,68.01,0.0
2543,0.0,0.588221458736624,34.17,68.01,0.0
2544,0.0,0.405109281037174,2.02,68.01,0.0
2545,0.0,0.383952287878859,0.04,68.01,0.0
2546,0.0,0.251179788359292,0.14,68.01,0.0
2547,0.0,0.179489287505449,0.73,68.01,0.0
2548,0.0,0.159020571926749,17.47,68.01,0.0
2549,0.004672440972538,0.22215627914825,36.22,68.01,0.0
2550,0.0783044869223365,0.210177565085064,63.14,68.01,0.0
2551,0.25310580126558,0.269118361620319,74.26,68.01,0.0
2552,0.429039863552239,0.370646936865574,74.26,68.01,0.0
2553,0.507278633016828,0.495811338854803,64.81,68.01,0.0
2554,0.623476403798312,0.334120838000959,51.03,68.01,0.0
2555,0.532575209405621,0.503087367021484,42.64,68.01,0.0
2556,0.612854374178879,0.599249320753007,40.0,68.01,0.0
2557,0.670844695594058,0.581685079376983,40.22,68.01,0.0
2558,0.529863998752477,0.640708588588026,42.08,68.01,0.0
2559,0.408011087737059,0.636280054433503,48.53,68.01,0.0
2560,0.353247588155965,0.592767078042706,62.84,68.01,0.0
2561,0.207616213552093,0.651019596998345,79.67,68.01,0.0
2562,0.0491436914100789,0.471985244833582,92.92,68.01,0.0
2563,0.0011912597889256,0.55650522539751,113.99,68.01,0.0
2564,0.0,0.506197622987062,124.52,68.01,0.0
2565,0.0,0.447790334147336,104.46,68.01,0.0
2566,0.0,0.385109281037174,90.1,68.01,0.0
2567,0.0,0.221179788359292,84.1,68.01,0.0
2568,0.0,0.160465778294406,83.84,68.01,0.0
2569,0.0,0.190465778294406,83.84,68.01,0.0
2570,0.0,0.175582590028545,81.35,68.01,0.0
2571,0.0,0.0894095121139541,82.4,68.01,0.0
2572,0.0,0.0818452707379302,82.96,68.01,0.0
2573,0.0035350935440372,0.258907064637441,83.73,68.01,0.0
2574,0.063754024481628,0.510277276512506,109.39,68.01,0.0
2575,0.1164539302097,0.515676879979127,169.97,68.01,0.0
2576,0.381551625741057,0.311685079376983,155.17,68.01,0.0
2577,0.489583682654977,0.266087881046236,104.62,68.01,0.0
2578,0.43923373996107,0.257410393299242,83.9,68.01,0.0
2579,0.430652472071897,0.20952586294444,79.9,68.01,0.0
2580,0.531696242066202,0.227410393299242,82.98,68.01,0.0
2581,0.655765885773878,0.431364790398205,80.82,68.01,0.0
2582,0.618131619252641,0.378247097478779,77.71,68.01,0.0
2583,0.510205811646668,0.367490168690737,77.03,68.01,0.0
2584,0.286394931210551,0.424463922180715,80.0,68.01,0.0
2585,0.166628926103792,0.441671299138969,86.9,68.01,0.0
2586,0.0263965586954036,0.603067243499305,114.97,68.01,0.0
2587,8.18302363535846e-08,0.46122831604554,159.92,68.01,0.0
2588,0.0,0.203615546983268,169.9,68.01,0.0
2589,0.0,0.0886205075564763,130.06,68.01,0.0
2590,0.0,0.435109281037174,99.04,68.01,0.0
2591,0.0,0.594152179449322,87.81,68.01,0.0
2592,0.0,0.434692030429015,91.83,68.01,0.0
2593,0.0,0.364980243638358,87.42,68.01,0.0
2594,0.0,0.472010977318853,88.53,68.01,0.0
2595,0.0,0.425135013522444,87.76,68.01,0.0
2596,0.0,0.461254048530811,89.61,68.01,0.0
2597,0.0008998409660881,0.50063148487533,93.47,68.01,0.0
2598,0.0181686536278944,0.503998237629424,121.88,68.01,0.0
2599,0.0690421114010776,0.343336254993774,155.8,68.01,0.0
2600,0.12997781160588,0.355811338854803,131.19,68.01,0.0
2601,0.193026842080849,0.246433902510284,101.12,68.01,0.0
2602,0.321472066555061,0.189846151923218,90.21,68.01,0.0
2603,0.552666125815532,0.134274686077741,83.87,68.01,0.0
2604,0.475726898547139,0.0852511768666988,80.64,68.01,0.0
2605,0.306816089123603,0.0967104447017172,77.2,68.01,0.0
2606,0.278554620931097,0.124274686077741,73.01,68.01,0.0
2607,0.347216802386788,0.225431679236056,70.7,68.01,0.0
2608,0.383141387332988,0.506525348919689,70.88,68.01,0.0
2609,0.201694643927103,0.663481088107592,81.33,68.01,0.0
2610,0.0492012129407116,0.744094371194615,94.03,68.01,0.0
2611,0.0007261348151882,0.644563914837504,125.24,68.01,0.0
2612,0.0,0.621659440634828,128.83,68.01,0.0
2613,0.0,0.629968939780985,105.92,68.01,0.0
2614,0.0,0.603849904772618,89.89,68.01,0.0
2615,0.0,0.657590161347526,79.37,68.01,0.0
2616,0.0,0.689061100200454,77.21,68.01,0.0
2617,0.0,0.711053875731001,60.83,68.01,0.0
2618,0.0,0.744902764953199,50.53,68.01,0.0
2619,0.0,0.782743548520655,49.47,68.01,0.0
2620,0.0,0.748347090135568,47.97,68.01,0.0
2621,0.0056570195196431,0.730339865666115,49.08,68.01,0.0
2622,0.0800452296850309,0.785944782180059,60.12,68.01,0.0
2623,0.246253655297193,0.752106829654697,69.04,68.01,0.0
2624,0.419219349847688,0.596182733455512,76.0,68.01,0.0
2625,0.565984331411444,0.49552312564546,68.3,68.01,0.0
2626,0.669583822379645,0.646525348919689,60.2,68.01,0.0
2627,0.704528035389937,0.62205306797782,56.08,67.83,0.0
2628,0.656052685026296,0.588247097478779,50.91,67.77,0.0
2629,0.486366969057153,0.546525348919689,47.0,67.77,0.0
2630,0.360405703404811,0.379137750821424,44.94,67.77,0.0
2631,0.214801837844706,0.0365620181017956,44.56,67.77,0.0
