hour,pv_kwh_per_kw,wind_kwh_per_kw,day_ahead_eur_per_mwh,co2_eur_per_t,section13k_kwh
1,0.0,0.281936717147334,0.1,66.6,0.0
2,0.0,0.631707874577961,0.01,66.6,0.0
3,0.0,0.796921272969016,0.0,66.6,0.0
4,0.0,0.731439878633913,-0.01,66.6,0.0
5,0.0,0.74102814324573,-0.03,66.6,0.0
6,0.0,0.757852642071598,-0.02,66.6,0.0
7,0.0,0.726850418797369,-0.05,66.6,0.0
8,0.0,0.700757116274274,-0.02,66.6,0.0
9,0.0039933585552214,0.751733607063231,0.0,66.6,0.0
10,0.0192101653323332,0.787239358984575,0.04,66.6,0.0
11,0.0334543572970965,0.809494615239193,0.06,66.6,0.0
12,0.0543619868018601,0.787515901176007,0.54,66.6,0.0
13,0.0421055762546145,0.690043106209388,2.24,66.6,0.0
14,0.0220323978695005,0.714883375752093,1.96,66.6,0.0
15,0.0030992503516863,0.691100200454029,1.04,66.6,0.0
16,0.0,0.610631484875329,3.66,66.6,0.0
17,0.0,0.554095199258804,43.06,66.6,0.0
18,0.0,0.648589447337461,49.93,66.6,0.0
19,0.0,0.696548144120666,58.0,66.6,0.0
20,0.0,0.530366801188038,54.25,66.6,0.0
21,0.0,0.684883375752093,48.01,66.6,0.0
22,0.0,0.767607347585412,42.95,66.6,0.0
23,0.0,0.822644383928055,47.09,66.6,0.0
24,0.0,0.824759853573253,35.55,66.6,0.0
25,0.0,0.616205059940911,30.59,66.6,0.0
26,0.0,0.42792763656419,20.07,66.6,0.0
27,0.0,0.642053896042009,31.03,66.6,0.0
28,0.0,0.671733607063231,18.39,66.6,0.0
29,0.0,0.732035881739935,11.08,66.6,0.0
30,0.0,0.593110162222462,13.78,66.6,0.0
31,0.0,0.416168484501919,47.63,66.6,0.0
32,0.0,0.444489654665986,58.1,66.6,0.0
33,0.0047830776551357,0.474489654665985,65.67,66.6,0.0
34,0.0225110667230658,0.468615914143805,64.73,66.6,0.0
35,0.0430829688203991,0.486456697711262,68.98,66.6,0.0
36,0.0993018376288929,0.586237135710346,73.54,66.6,0.0
37,0.115108290465938,0.535768420131647,78.16,66.6,0.0
38,0.0640514329146225,0.578295625165027,78.87,66.6,0.0
39,0.0091963805668478,0.581008754044625,79.24,66.6,0.0
40,0.0,0.61237896591969,79.96,66.6,0.0
41,0.0,0.579261273000264,83.46,66.6,0.0
42,0.0,0.627507448671738,80.92,66.6,0.0
43,0.0,0.722421884642846,74.95,66.6,0.0
44,0.0,0.736919070005796,63.18,66.6,0.0
45,0.0,0.727239358984575,57.11,66.6,0.0
46,0.0,0.709697912809528,46.89,66.6,0.0
47,0.0,0.751759339548502,40.0,66.6,0.0
48,0.0,0.768321357650297,7.43,66.6,0.0
49,0.0,0.745102937753009,-0.08,66.6,0.0
50,0.0,0.755128670238279,-1.23,66.6,0.0
51,0.0,0.766162141217754,-1.3,66.6,0.0
52,0.0,0.753113099506755,-1.31,66.6,0.0
53,0.0,0.829206402029851,-1.31,66.6,0.0
54,0.0,0.840485167495512,-1.38,66.6,0.0
55,0.0,0.826450354427097,1.09,66.6,0.0
56,0.0,0.844391864972416,40.59,66.6,0.0
57,0.0035249151104912,0.885276909351969,59.61,66.6,0.0
58,0.0167672615432093,0.862429415339811,60.61,66.6,0.0
59,0.0273556951059225,0.783469229603451,57.0,66.6,0.0
60,0.035320208577081,0.794785398572292,54.89,66.6,25000.0
61,0.0328665997096721,0.825942391730607,53.89,66.6,100000.0
62,0.0191688899750094,0.771127854673172,54.42,66.6,100000.0
63,0.0028911671638956,0.744540104086106,60.86,66.6,100000.0
64,0.0,0.691390335397244,67.18,66.6,100000.0
65,0.0,0.794785398572292,73.59,66.6,0.0
66,0.0,0.84862344484077,82.28,66.6,0.0
67,0.0,0.768666363563926,82.97,66.6,0.0
68,0.0,0.826944615004835,79.03,66.6,0.0
69,0.0,0.777221157196268,73.23,66.6,0.0
70,0.0,0.862429415339811,67.41,66.6,0.0
71,0.0,0.734860393064884,65.0,66.6,0.0
72,0.0,0.695504923857154,58.12,66.6,0.0
73,0.0,0.825942391730607,57.3,66.6,0.0
74,0.0,0.879035180228952,50.46,66.6,0.0
75,0.0,0.868000881185288,40.0,66.6,0.0
76,0.0,0.814940168456379,25.48,66.6,0.0
77,0.0,0.878426678040831,35.0,66.6,0.0
78,0.0,0.879403168829789,57.73,66.6,0.0
79,0.0,0.760288400695574,72.65,66.6,0.0
80,0.0,0.848518124450236,85.02,66.6,0.0
81,0.0060756449286481,0.842349827434548,91.47,66.6,0.0
82,0.0309978461988171,0.840485167495512,94.2,66.6,0.0
83,0.0915509728505098,0.881838927453765,91.61,66.6,0.0
84,0.121542172855615,0.878426678040831,90.03,66.6,0.0
85,0.0693525438185405,0.879403168829789,86.3,66.6,0.0
86,0.0163898707078899,0.874988696142627,85.96,66.6,0.0
87,0.0023855863545208,0.875965186931585,92.11,66.6,0.0
88,0.0,0.850485167495512,98.62,66.6,0.0
89,0.0,0.871550714244422,105.73,66.6,0.0
90,0.0,0.840068651208427,133.23,66.6,0.0
91,0.0,0.868991433441607,144.65,66.6,0.0
92,0.0,0.840068651208427,125.0,66.6,0.0
93,0.0,0.869311722420385,103.59,66.6,0.0
94,0.0,0.88068193429545,100.01,66.6,0.0
95,0.0,0.88068193429545,94.86,66.6,0.0
96,0.0,0.881470938852928,88.83,66.6,0.0
97,0.0,0.847632892584451,86.08,66.6,0.0
98,0.0,0.862429415339811,80.51,66.6,0.0
99,0.0,0.855867397238015,77.01,66.6,0.0
100,0.0,0.716975862710082,73.21,66.6,0.0
101,0.0,0.734540104086106,74.05,66.6,0.0
102,0.0,0.802818355527016,76.03,66.6,0.0
103,0.0,0.855867397238015,81.0,66.6,0.0
104,0.0,0.88068193429545,87.0,66.6,0.0
105,0.0059083900028722,0.855185462942565,89.57,66.6,0.0
106,0.0297328355645157,0.862429415339811,94.93,66.6,0.0
107,0.0375204502590237,0.885276909351969,96.28,66.6,0.0
108,0.0279289156672566,0.875553451543402,98.22,66.6,0.0
109,0.0739770810937454,0.847632892584451,92.24,66.6,0.0
110,0.0488589561754699,0.661698953358113,91.54,66.6,0.0
111,0.0079291022664185,0.883149768688862,96.41,66.6,0.0
112,0.0,0.801347416674088,100.05,66.6,0.0
113,0.0,0.734540104086106,102.97,66.6,0.0
114,0.0,0.817589145797105,107.38,66.6,0.0
115,0.0,0.874588631772354,108.45,66.6,0.0
116,0.0,0.881838927453765,103.96,66.6,0.0
117,0.0,0.822324094949277,100.09,66.6,0.0
118,0.0,0.759311909906616,94.19,66.6,0.0
119,0.0,0.799600123115959,94.92,66.6,0.0
120,0.0,0.774909108237364,86.8,66.6,0.0
121,0.0,0.647287886670823,82.25,66.6,0.0
122,0.0,0.694095199258804,80.2,66.6,0.0
123,0.0,0.63028629147547,76.13,66.6,0.0
124,0.0,0.656874042062536,73.01,66.6,0.0
125,0.0,0.639352719409668,73.01,66.6,0.0
126,0.0,0.546511568681675,74.59,66.6,0.0
127,0.0,0.362950064604631,75.1,66.6,0.0
128,0.0004313882803069,0.53478347683842,81.39,66.6,0.0
129,0.0942004596884953,0.648215115452459,88.4,66.6,0.0
130,0.259491347706877,0.54997528306515,92.23,66.6,0.0
131,0.36444928050057,0.277453593251746,97.3,66.6,0.0
132,0.405293431750484,0.155683317006407,100.43,66.6,0.0
133,0.364263103471418,0.221179788359292,99.16,66.6,0.0
134,0.241229847643657,0.279118361620319,95.22,66.6,0.0
135,0.0623600116770779,0.504050077572428,92.55,66.6,0.0
136,0.0,0.440226092771312,95.09,66.6,0.0
137,0.0,0.495791215332624,99.85,66.6,0.0
138,0.0,0.538940984021486,104.27,66.6,0.0
139,0.0,0.589943207295714,103.63,66.6,0.0
140,0.0,0.54582329110206,99.0,66.6,0.0
141,0.0,0.489923818094609,92.14,66.6,0.0
142,0.0,0.583067243499305,88.0,66.6,0.0
143,0.0,0.617950431765167,86.57,66.6,0.0
144,0.0,0.763481088107592,79.87,66.6,0.0
145,0.0,0.808518124450236,84.08,66.6,0.0
146,0.0,0.765448131152868,79.82,66.6,0.0
147,0.0,0.725448131152868,76.76,66.6,0.0
148,0.0,0.75033131941873,73.46,66.6,0.0
149,0.0,0.811321871675049,71.86,66.6,0.0
150,0.0,0.810953883074212,72.08,66.6,0.0
151,0.0,0.786919070005796,74.9,66.6,0.0
152,0.0,0.808518124450236,77.69,66.6,0.0
153,0.0047460823599456,0.786450354427097,81.79,66.6,0.0
154,0.0220105838248015,0.844366132487145,84.86,66.6,0.0
155,0.0346665746856,0.716237135710346,87.15,66.6,0.0
156,0.0680583656077204,0.765080142552031,89.14,66.6,0.0
157,0.0399188262185988,0.885276909351969,88.66,66.6,0.0
158,0.0235090006411935,0.772324094949277,84.81,66.6,0.0
159,0.0039719285425689,0.747607347585412,84.34,66.6,0.0
160,0.0,0.72100241076046,88.01,66.6,0.0
161,0.0,0.761290623969802,93.42,66.6,0.0
162,0.0,0.755171588961436,101.77,66.6,0.0
163,0.0,0.784483311381821,104.85,66.6,0.0
164,0.0,0.818197835471458,103.55,66.6,0.0
165,0.0,0.76859789984173,100.5,66.6,0.0
166,0.0,0.76272415931955,93.31,66.6,0.0
167,0.0,0.761045329483616,91.17,66.6,0.0
168,0.0,0.824759853573253,83.86,66.6,0.0
169,0.0,0.840164878516734,87.02,66.6,0.0
170,0.0,0.782035881739935,84.32,66.6,0.0
171,0.0,0.725171588961436,81.82,66.6,0.0
172,0.0,0.756450354427097,79.11,66.6,0.0
173,0.0,0.694883375752093,78.48,66.6,0.0
174,0.0,0.684883375752093,82.1,66.6,0.0
175,0.0,0.604889719036258,94.3,66.6,0.0
176,0.0,0.626259930911324,111.1,66.6,0.0
177,0.0054304897052598,0.604512449866963,121.11,66.6,0.0
178,0.0254825659645161,0.625477269638011,117.83,66.6,0.0
179,0.0841544356441197,0.584169365687207,110.6,66.6,0.0
180,0.142796613523888,0.591733607063231,103.0,66.6,0.0
181,0.0716391626320157,0.68445757889655,95.5,66.6,0.0
182,0.0308168749143624,0.731642160653827,92.6,66.6,0.0
183,0.0065896987892061,0.533732725877943,100.0,66.6,0.0
184,0.0,0.535891942310487,107.98,66.6,0.0
185,0.0,0.397108399851886,116.87,66.6,0.0
186,0.0,0.321893798424178,129.13,66.6,0.0
187,0.0,0.242182011633521,130.01,66.6,0.0
188,0.0,0.244643502742767,122.12,66.6,0.0
189,0.0,0.22630827111134,114.21,66.6,0.0
190,0.0,0.085182525658272,102.83,66.6,0.0
191,0.0,0.0280329569547236,99.98,66.6,0.0
192,0.0,0.0265620181017956,91.49,66.6,0.0
193,0.0,0.0065620181017956,88.16,66.6,0.0
194,0.0,0.0,87.04,66.6,0.0
195,0.0,0.025585527312838,85.0,66.6,0.0
196,0.0,0.0511569931583149,84.14,66.6,0.0
197,0.0,0.0541262594778196,85.72,66.6,0.0
198,0.0,0.113838046268477,89.28,66.6,0.0
199,0.0,0.193897416908446,108.51,66.6,0.0
200,0.0,0.26677698669004,124.06,66.6,0.0
201,0.0062381839436712,0.219057975429929,133.24,66.6,0.0
202,0.0252264147300518,0.237402128281204,120.91,66.6,0.0
203,0.0421468944285133,0.350563567987976,113.19,66.6,0.0
204,0.0421107420626094,0.376430965225991,105.78,66.6,0.0
205,0.0400538815107966,0.41380137708637,100.22,66.6,0.0
206,0.0249944245177209,0.571733607063231,100.82,66.6,0.0
207,0.0053627567998193,0.562421884642847,110.89,66.6,0.0
208,0.0,0.645171588961435,119.4,66.6,0.0
209,0.0,0.726630856796454,127.85,66.6,0.0
210,0.0,0.766450354427097,137.84,66.6,0.0
211,0.0,0.780677340882779,137.8,66.6,0.0
212,0.0,0.767239358984574,130.43,66.6,0.0
213,0.0,0.767164364491983,120.24,66.6,0.0
214,0.0,0.805794152616917,111.68,66.6,0.0
215,0.0,0.837072918082578,106.18,66.6,0.0
216,0.0,0.797164364491983,97.09,66.6,0.0
217,0.0,0.787878374556869,89.29,66.6,0.0
218,0.0,0.766279320112429,86.76,66.6,0.0
219,0.0,0.758592384621754,86.73,66.6,0.0
220,0.0,0.695842680303165,86.09,66.6,0.0
221,0.0,0.664095199258804,86.3,66.6,0.0
222,0.0,0.593092975984576,89.05,66.6,0.0
223,0.0,0.494075810057699,108.88,66.6,0.0
224,0.0,0.507193502977125,126.29,66.6,0.0
225,0.0117244623907172,0.483387532478084,141.28,66.6,0.0
226,0.0516443245763744,0.515446021932764,130.39,66.6,0.0
227,0.073004566743898,0.34879807264154,118.56,66.6,0.0
228,0.0815748394060817,0.424734121087983,109.13,66.6,0.0
229,0.0781908950353185,0.425083548551903,102.21,66.6,0.0
230,0.0271086881026398,0.36745892098549,105.61,66.6,0.0
231,0.0059233091832317,0.451978901549417,112.91,66.6,0.0
232,0.0,0.429894679609466,123.8,66.6,0.0
233,0.0,0.473455355622321,134.64,66.6,0.0
234,0.0,0.625132076238151,143.79,66.6,0.0
235,0.0,0.616185764482921,140.0,66.6,0.0
236,0.0,0.680357145647117,132.15,66.6,0.0
237,0.0,0.707926902243117,120.0,66.6,0.0
238,0.0,0.714094371194615,109.76,66.6,0.0
239,0.0,0.751045329483616,104.49,66.6,0.0
240,0.0,0.769206402029851,96.03,66.6,0.0
241,0.0,0.777239358984575,91.75,66.6,0.0
242,0.0,0.714414660173393,88.59,66.6,0.0
243,0.0,0.645791215332624,87.25,66.6,0.0
244,0.0,0.758164478546107,82.38,66.6,0.0
245,0.0,0.805080142552031,81.95,66.6,0.0
246,0.0,0.759920412094737,89.36,66.6,0.0
247,0.0,0.777138632006712,102.07,66.6,0.0
248,0.0,0.802644383928055,116.86,66.6,0.0
249,0.0054386871214471,0.774759853573253,141.0,66.6,0.0
250,0.021940283563595,0.791642160653827,129.16,66.6,0.0
251,0.0328366017684476,0.718886113051073,113.65,66.6,0.0
252,0.0901802746567427,0.622021820272574,106.48,66.6,0.0
253,0.0537282809306839,0.48445757889655,99.38,66.6,0.0
254,0.0334661350624838,0.409206402029851,99.0,66.6,0.0
255,0.0084615533874784,0.317558819899164,105.98,66.6,0.0
256,0.0,0.393087367021484,117.96,66.6,0.0
257,0.0,0.523830515571513,137.35,66.6,0.0
258,0.0,0.459342438914642,150.09,66.6,0.0
259,0.0,0.53442440945743,136.69,66.6,0.0
260,0.0,0.635171588961436,132.31,66.6,0.0
261,0.0,0.713113099506755,117.88,66.6,0.0
262,0.0,0.778172102986187,107.19,66.6,0.0
263,0.0,0.790953883074212,100.0,66.6,0.0
264,0.0,0.851242096283554,97.22,66.6,0.0
265,0.0,0.874988696142627,91.04,66.6,0.0
266,0.0,0.875965186931585,88.22,66.6,0.0
267,0.0,0.883149768688862,85.22,66.6,0.0
268,0.0,0.88068193429545,84.63,66.6,0.0
269,0.0,0.875565122561312,84.34,66.6,0.0
270,0.0,0.833506633106631,85.32,66.6,0.0
271,0.0,0.768666363563926,92.11,66.6,0.0
272,0.0,0.816932943986926,118.16,66.6,0.0
273,0.0050584706844864,0.775228381665721,140.74,66.6,0.0
274,0.0199131746526658,0.801816132252788,134.96,66.6,0.0
275,0.0367986284932826,0.67382609402122,122.01,66.6,0.0
276,0.0391272918732192,0.690265418008365,114.73,66.6,0.0
277,0.0342269869600617,0.665825212835932,106.98,66.6,0.0
278,0.0216657690245196,0.88068193429545,103.08,66.6,0.0
279,0.0051490743078587,0.881838927453765,104.54,66.6,0.0
280,0.0,0.882841150727993,110.0,66.6,0.0
281,0.0,0.862552937518651,120.0,66.6,0.0
282,0.0,0.812644383928055,127.5,66.6,0.0
283,0.0,0.76274989180482,126.0,66.6,0.0
284,0.0,0.763726382593778,119.47,66.6,0.0
285,0.0,0.793358393992941,108.79,66.6,0.0
286,0.0,0.840953883074212,98.48,66.6,0.0
287,0.0,0.830164878516734,93.37,66.6,0.0
288,0.0,0.815473863638139,85.38,66.6,0.0
289,0.0,0.815794152616917,90.0,66.6,0.0
290,0.0,0.831667893139098,85.0,66.6,0.0
291,0.0,0.856358908017692,82.0,66.6,0.0
292,0.0,0.825105875037302,78.47,66.6,0.0
293,0.0,0.870239873009326,75.0,66.6,0.0
294,0.0,0.807239358984574,74.92,66.6,0.0
295,0.0,0.850485167495512,78.1,66.6,0.0
296,4.77940407653996e-06,0.833634936184374,82.22,66.6,0.0
297,0.0255417345444493,0.821667893139098,85.26,66.6,0.0
298,0.127755549033696,0.856358908017692,75.11,66.6,0.0
299,0.125938922997158,0.879403168829789,74.21,66.6,0.0
300,0.127776897657623,0.88068193429545,72.72,66.6,110295.0
301,0.256249435286185,0.863209139328831,70.35,66.6,147060.0
302,0.140494917664676,0.828197835471457,63.67,66.6,147060.0
303,0.0329801445579724,0.872552937518651,67.91,66.6,147060.0
304,4.17101276924922e-05,0.859796889915897,68.61,66.6,147060.0
305,0.0,0.853923149393716,70.78,66.6,147060.0
306,0.0,0.84607069480835,74.22,66.6,147060.0
307,0.0,0.854391864972416,75.81,66.6,147060.0
308,0.0,0.849508676706554,73.82,66.6,147060.0
309,0.0,0.832324094949277,73.06,66.6,147060.0
310,0.0,0.802035881739935,70.93,66.6,147060.0
311,0.0,0.777164364491983,64.3,66.6,147060.0
312,0.0,0.719035367715183,63.16,66.6,147060.0
313,0.0,0.714852128046846,64.02,66.6,93750.0
314,0.0,0.6706572173606,62.11,66.6,93750.0
315,0.0,0.642790701307873,62.93,66.6,0.0
316,0.0,0.569661337370537,64.01,66.6,0.0
317,0.0,0.536191279702897,64.67,66.6,0.0
318,0.0,0.548227802020789,65.2,66.6,0.0
319,0.0,0.491640051433723,67.31,66.6,0.0
320,0.0062508902748029,0.468202069535518,71.66,66.6,0.0
321,0.114933985863548,0.440269839558657,76.74,66.6,0.0
322,0.293119065054512,0.384421003457559,81.14,66.6,0.0
323,0.403348589360175,0.411985244833582,80.63,66.6,0.0
324,0.420390723210377,0.419235540514993,81.84,66.6,0.0
325,0.275151370453045,0.505078033331927,80.39,66.6,0.0
326,0.123592753033888,0.490194845066065,77.04,66.6,0.0
327,0.031112237881192,0.34052064926482,79.15,66.6,0.0
328,0.0001880050713941,0.308830148410976,82.32,66.6,0.0
329,0.0,0.360200360286042,86.62,66.6,0.0
330,0.0,0.45535457552336,91.86,66.6,0.0
331,0.0,0.384640565458474,96.97,66.6,0.0
332,0.0,0.338823805126811,88.91,66.6,0.0
333,0.0,0.340146317379817,81.0,66.6,0.0
334,0.0,0.289112018336153,78.6,66.6,0.0
335,0.0,0.227741806461088,75.39,66.6,100000.0
336,0.0,0.148332294347134,67.19,66.6,100000.0
337,0.0,0.179489287505449,67.9,66.6,244680.0
338,0.0,0.143903760192611,65.0,66.6,244680.0
339,0.0,0.159020571926749,63.94,66.6,244680.0
340,0.0,0.146685540280636,62.04,66.6,244680.0
341,0.0,0.0986205075564763,62.04,66.6,244680.0
342,0.0,0.099089223135176,69.25,66.6,244680.0
343,0.0,0.0762854759103628,79.95,66.6,244680.0
344,0.0055443213262021,0.0503679886008371,83.84,66.6,244680.0
345,0.118532393130782,0.0245949750565193,99.3,66.6,244680.0
346,0.292244333002308,0.0262417291230175,100.29,66.6,244680.0
347,0.402760425544126,0.0175642413760239,94.88,66.6,244680.0
348,0.445476198740248,0.0075642413760239,90.26,66.6,183510.0
349,0.41478544910963,0.0065620181017956,83.86,66.6,0.0
350,0.310300839328879,0.015585527312838,82.15,66.6,0.0
351,0.131307578103715,0.015585527312838,84.5,66.6,0.0
352,0.0071654084544972,0.0065620181017956,89.44,66.6,0.0
353,0.0,0.0065620181017956,97.52,66.6,0.0
354,0.0,0.0065620181017956,106.46,66.6,0.0
355,0.0,0.0065620181017956,112.8,66.6,0.0
356,0.0,0.0316905008538435,110.38,66.6,0.0
357,0.0,0.0338059704990415,102.42,66.6,0.0
358,0.0,0.0438059704990415,91.78,66.6,0.0
359,0.0,0.0603679886008371,89.49,66.6,0.0
360,0.0,0.0597117867906576,86.43,66.6,0.0
361,0.0,0.0744942480786567,81.45,66.6,0.0
362,0.0,0.0497117867906576,81.07,66.6,0.0
363,0.0,0.0438059704990415,79.92,66.6,0.0
364,0.0,0.0280329569547236,78.19,66.6,0.0
365,0.0,0.0275642413760239,76.97,66.6,0.0
366,0.0,0.0603679886008371,81.45,66.6,0.0
367,0.0,0.112090565224116,94.07,66.6,0.0
368,0.00010061546565,0.114526323848092,114.77,66.6,0.0
369,0.0202220786466508,0.0772760281666815,144.11,66.6,0.0
370,0.0754472227506492,0.10252720503338,138.6,66.6,0.0
371,0.0532627004410965,0.0844942480786567,122.0,66.6,0.0
372,0.0462207881638627,0.0825272050333804,110.0,66.6,0.0
373,0.0403483826752576,0.111402287644501,103.43,66.6,0.0
374,0.0293786683847988,0.0582525189556392,94.98,66.6,0.0
375,0.0094481196727212,0.115870803237887,96.0,66.6,0.0
376,0.0,0.166371594586023,110.25,66.6,0.0
377,0.0,0.149334517621362,111.39,66.6,0.0
378,0.0,0.114206034869314,128.15,66.6,0.0
379,0.0,0.159020571926749,127.31,66.6,0.0
380,0.0,0.263558566792751,111.77,66.6,0.0
381,0.0,0.371303310538132,95.49,66.6,0.0
382,0.0,0.299118361620318,86.21,66.6,0.0
383,0.0,0.180465778294407,82.04,66.6,0.0
384,0.0,0.301579852729565,77.69,66.6,0.0
385,0.0,0.441221972761375,71.61,66.6,0.0
386,0.0,0.466825514376288,71.52,66.6,0.0
387,0.0,0.436137236796673,70.69,66.6,0.0
388,0.0,0.536756863167861,69.74,66.6,92310.0
389,0.0,0.499575218694877,69.47,66.6,184620.0
390,0.0,0.428547262935378,71.06,66.6,184620.0
391,0.0,0.390983021559354,75.09,66.6,184620.0
392,0.0010117676781898,0.221179788359292,84.39,66.6,184620.0
393,0.0494287413323714,0.169809576484227,96.5,66.6,184620.0
394,0.169675550877193,0.151456330550725,106.16,66.6,184620.0
395,0.300683265707768,0.122847494012158,110.33,66.6,0.0
396,0.291523571155105,0.201899313644154,111.1,66.6,0.0
397,0.297201262665617,0.281893798424178,117.71,66.6,0.0
398,0.260347153544974,0.300517243264948,121.7,66.6,0.0
399,0.103896714876454,0.280953883074212,121.74,66.6,0.0
400,0.0043018749688151,0.122873226497429,125.46,66.6,0.0
401,0.0,0.0748145370574348,128.56,66.6,0.0
402,0.0,0.16076805297111,140.52,66.6,0.0
403,0.0,0.228711953965881,123.59,66.6,0.0
404,0.0,0.318141870831361,114.28,66.6,0.0
405,0.0,0.404421003457559,109.8,66.6,0.0
406,0.0,0.38707632408245,101.09,66.6,0.0
407,0.0,0.489917474810444,94.28,66.6,0.0
408,0.0,0.493387532478084,84.17,66.6,0.0
409,0.0,0.522724987383739,81.33,66.6,0.0
410,0.0,0.623475572887616,77.2,66.6,0.0
411,0.0,0.762827089260632,75.29,66.6,0.0
412,0.0,0.814499575812401,74.91,66.6,0.0
413,0.0,0.804656548659708,77.57,66.6,0.0
414,0.0,0.818839788328045,81.0,66.6,0.0
415,0.0,0.736821374055343,91.44,66.6,0.0
416,0.0,0.821466986018214,111.55,66.6,0.0
417,0.0123742246906802,0.816011683516992,125.89,66.6,0.0
418,0.0385497972435715,0.80919674648893,122.17,66.6,0.0
419,0.0490331732902119,0.846082365826259,110.9,66.6,0.0
420,0.0555100808850665,0.771290623969802,107.95,66.6,0.0
421,0.054113930335051,0.764414660173393,93.55,66.6,0.0
422,0.0487110550064011,0.776844075513204,87.62,66.6,0.0
423,0.0156557365391176,0.811667893139098,86.43,66.6,0.0
424,0.0001116622273973,0.805736344362211,94.25,66.6,0.0
425,0.0,0.821930373863169,99.52,66.6,0.0
426,0.0,0.821930373863169,104.68,66.6,0.0
427,0.0,0.83780411438535,103.26,66.6,0.0
428,0.0,0.784759853573253,94.53,66.6,0.0
429,0.0,0.71033131941873,86.97,66.6,0.0
430,0.0,0.704837144772181,83.12,66.6,0.0
431,0.0,0.566776252368967,80.93,66.6,0.0
432,0.0,0.437479138250785,73.61,66.6,0.0
433,0.0,0.527153334052031,70.58,66.6,0.0
434,0.0,0.569249414496123,66.95,66.6,0.0
435,0.0,0.490298149979611,65.63,66.6,0.0
436,0.0,0.529166889306566,62.76,66.6,0.0
437,0.0,0.468572995420649,63.32,66.6,0.0
438,0.0,0.64785604807147,67.47,66.6,0.0
439,0.0,0.616580219890102,77.94,66.6,0.0
440,0.0,0.630363395188166,87.17,66.6,0.0
441,0.0093230553615074,0.681045329483616,104.27,66.6,0.0
442,0.0310539202247211,0.677607347585412,103.06,66.6,0.0
443,0.042258508440718,0.604169365687207,95.15,66.6,0.0
444,0.0471666871404953,0.72033131941873,86.36,63.0975,0.0
445,0.0437157669523685,0.718886113051073,76.83,61.93,0.0
446,0.0257406934569737,0.818492391964965,73.35,61.93,0.0
447,0.0081602291216561,0.851242096283554,75.21,61.93,0.0
448,0.0,0.875553451543402,77.45,61.93,123000.0
449,0.0,0.828518124450236,84.69,61.93,164000.0
450,0.0,0.804014595803121,93.6,61.93,164000.0
451,0.0,0.803752115079049,91.7,61.93,164000.0
452,0.0,0.767164364491983,82.23,61.93,164000.0
453,0.0,0.780314133180844,74.0,61.93,164000.0
454,0.0,0.693161627193003,71.12,61.93,164000.0
455,0.0,0.582133671433504,68.64,61.93,164000.0
456,0.0,0.516856762081535,64.75,61.93,164000.0
457,0.0,0.41122831604554,66.0,61.93,151250.0
458,0.0,0.486391452502707,63.45,61.93,151250.0
459,0.0,0.565859866541051,63.54,61.93,151250.0
460,0.0,0.85780411438535,61.82,61.93,151250.0
461,0.0,0.718204178755623,61.85,61.93,151250.0
462,0.0,0.578501406927929,61.75,61.93,151250.0
463,0.0,0.613401406459213,62.59,61.93,151250.0
464,3.52747667594759e-05,0.615868412788436,66.9,61.93,151250.0
465,0.0138365190554782,0.565128670238279,74.82,61.93,151250.0
466,0.0521247959365409,0.61478347683842,77.9,61.93,151250.0
467,0.244264923356721,0.636948208490939,71.8,61.93,151250.0
468,0.117742280496151,0.514763259573125,70.77,61.93,151250.0
469,0.142330780920574,0.385360090743336,67.73,61.93,151250.0
470,0.201462838688904,0.548983902744642,68.78,61.93,151250.0
471,0.0609272920050143,0.563824172287348,73.39,61.93,151250.0
472,0.0014424202003318,0.428547262935378,79.11,61.93,151250.0
473,0.0,0.550945430569943,87.8,61.93,151250.0
474,0.0,0.521022628025754,94.93,61.93,151250.0
475,0.0,0.581633708149558,99.87,61.93,151250.0
476,0.0,0.669280662201369,91.57,61.93,151250.0
477,0.0,0.613092975984576,81.97,61.93,0.0
478,0.0,0.638278438927141,75.74,61.93,0.0
479,0.0,0.464132790248216,74.68,61.93,0.0
480,0.0,0.319137750821424,69.13,61.93,0.0
481,0.0,0.164905983466839,66.83,61.93,0.0
482,0.0,0.0406882775796153,57.55,61.93,0.0
483,0.0,0.0803679886008371,55.15,61.93,0.0
484,0.0,0.533736131877815,50.89,61.93,0.0
485,0.0,0.632685849632917,48.51,61.93,0.0
486,0.0,0.69445757889655,47.45,61.93,0.0
487,0.0,0.708467956259462,45.53,61.93,0.0
488,0.0,0.814671625677489,43.96,61.93,0.0
489,0.0110236525145735,0.878426678040831,51.36,61.93,0.0
490,0.0332280602690958,0.883149768688862,54.36,61.93,0.0
491,0.0500355220745891,0.874988696142627,46.06,61.93,0.0
492,0.0543179813336204,0.803012372528893,48.67,61.93,0.0
493,0.0797269767968533,0.83714791257517,38.48,61.93,0.0
494,0.142097978502626,0.844366132487145,37.69,61.93,0.0
495,0.0583796180685418,0.815080142552031,44.3,61.93,0.0
496,0.0011218425184757,0.740068838694658,49.04,61.93,0.0
497,0.0,0.830953883074212,49.83,61.93,0.0
498,0.0,0.669254929716099,56.65,61.93,0.0
499,0.0,0.721733607063231,61.45,61.93,0.0
500,0.0,0.848518124450236,58.64,61.93,0.0
501,0.0,0.825080142552031,51.5,61.93,0.0
502,0.0,0.848518124450236,52.46,61.93,0.0
